long_name,profitMargins
"Cellectar Biosciences, Inc.",0.0
"Clearside Biomedical, Inc.",0.0
Celsion Corporation,0.0
"Clovis Oncology, Inc.",-2.10084
"Checkmate Pharmaceuticals, Inc.",0.0
"Compass Therapeutics, Inc.",0.0
"Chimerix, Inc.",0.0
Cannabics Pharmaceuticals Inc.,0.0
"Concert Pharmaceuticals, Inc.",0.0
"CNS Pharmaceuticals, Inc.",0.0
"Constellation Pharmaceuticals, Inc.",0.0
"Cocrystal Pharma, Inc.",0.0
"Cogent Biosciences, Inc.",0.0
Corcept Therapeutics Incorporated,0.29957
Mosaic ImmunoEngineering Inc.,0.0
"Catalyst Pharmaceuticals, Inc.",0.60113
"Corbus Pharmaceuticals Holdings, Inc.",0.0
"Cardiff Oncology, Inc.",0.0
"Curis, Inc.",-2.9206
CorMedix Inc.,0.0
"Crinetics Pharmaceuticals, Inc.",0.0
"Cortexyme, Inc.",0.0
"Corvus Pharmaceuticals, Inc.",0.0
"Gene Biotherapeutics, Inc.",0.0
American CryoStem Corporation,-2.14898
"Champions Oncology, Inc.",-0.03138
CTI BioPharma Corp.,0.0
"CytomX Therapeutics, Inc.",-0.90866
"Citius Pharmaceuticals, Inc.",0.0
"Curative Biotechnology, Inc.",-0.58884996
"Cue Biopharma, Inc.",0.0
CEL-SCI Corporation,0.0
"CohBar, Inc.",0.0
"Cyclacel Pharmaceuticals, Inc.",0.0
"Cyclacel Pharmaceuticals, Inc.",0.0
"Cyclerion Therapeutics, Inc.",0.0
CytoDyn Inc.,0.0
"Cytokinetics, Incorporated",-2.30549
CytRx Corporation,0.0
"Daré Bioscience, Inc.",0.0
"Day One Biopharmaceuticals, Inc.",0.0
"Decibel Therapeutics, Inc.",0.0
"Deciphera Pharmaceuticals, Inc.",0.0
Diffusion Pharmaceuticals Inc.,0.0
DiaMedica Therapeutics Inc.,0.0
Denali Therapeutics Inc.,0.17018
"Dicerna Pharmaceuticals, Inc.",-0.67584
"Fuse Science, Inc.",0.0
"Design Therapeutics, Inc.",0.0
Dthera Sciences,0.0
"Precision BioSciences, Inc.",-2.99854
"Dyadic International, Inc.",0.0
"Dyne Therapeutics, Inc.",0.0
"Editas Medicine, Inc.",-1.47506
"Eiger BioPharmaceuticals, Inc.",0.0
"Eledon Pharmaceuticals, Inc.",0.0
"Eloxx Pharmaceuticals, Inc.",0.0
"Ember Therapeutics, Inc.",0.0
"Emmaus Life Sciences, Inc.",-2.4104202
"Endonovo Therapeutics, Inc.",0.0
"Enochian Biosciences, Inc.",0.0
"Enanta Pharmaceuticals, Inc.",-0.78568
"Enveric Biosciences, Inc.",0.0
Enzolytics Inc.,0.0
"Enzon Pharmaceuticals, Inc.",-2.45476
"EPIRUS Biopharmaceuticals, Inc.",0.0
"Epizyme, Inc.",0.0
"Equillium, Inc.",0.0
"Entia Biosciences, Inc.",0.0
"Esperion Therapeutics, Inc.",-0.66858
"89bio, Inc.",0.0
"Eton Pharmaceuticals, Inc.",-1.16626
Entasis Therapeutics Holdings Inc.,0.0
"Evofem Biosciences, Inc.",0.0
"Evelo Biosciences, Inc.",0.0
"Edgewise Therapeutics, Inc.",0.0
"Exelixis, Inc.",0.06283
"EyeGate Pharmaceuticals, Inc.",0.0
"Eyenovia, Inc.",0.0
"EyePoint Pharmaceuticals, Inc.",-1.29847
"Fate Therapeutics, Inc.",0.0
"Fortress Biotech, Inc.",-0.97086
"Fortress Biotech, Inc.",-0.97086
"Forte Biosciences, Inc.",0.0
"4D Molecular Therapeutics, Inc.",0.0
Fennec Pharmaceuticals Inc.,0.0
"FibroGen, Inc.",-0.95981
Foghorn Therapeutics Inc.,0.0
"Homology Medicines, Inc.",0.0
"Forma Therapeutics Holdings, Inc.",0.0
"Evolutionary Genomics, Inc.",0.0
"Finch Therapeutics Group, Inc.",0.0
"Amicus Therapeutics, Inc.",-0.95054
"ForU Holdings, Inc.",0.0
"FluoroPharma Medical, Inc.",0.0
"Frequency Therapeutics, Inc.",-1.22117
"Fulcrum Therapeutics, Inc.",0.0
Galectin Therapeutics Inc.,0.0
"Gain Therapeutics, Inc.",0.0
"GlobeImmune, Inc.",-0.33296
Generation Bio Co.,0.0
"GB Sciences, Inc.",0.0
"Global Blood Therapeutics, Inc.",-1.67727
Geron Corporation,0.0
"Gala Pharmaceutical, Inc.",0.0
"Greenwich LifeSciences, Inc.",0.0
"GlycoMimetics, Inc.",0.0
"Gemini Therapeutics, Inc.",0.0
Generex Biotechnology Corporation,0.0
"Genocea Biosciences, Inc.",0.0
"GeneLink, Inc.",-1.41051
"Genprex, Inc.",0.0
"Gossamer Bio, Inc.",0.0
"GeoVax Labs, Inc.",0.0
"Graybug Vision, Inc.",0.0
"Gritstone bio, Inc.",-1.6761999
"Galera Therapeutics, Inc.",0.0
"GT Biopharma, Inc.",0.0
"GeneThera, Inc.",0.0
"G1 Therapeutics, Inc.",-2.19176
Halberd Corporation,0.26631
"Halozyme Therapeutics, Inc.",0.49231
"Harpoon Therapeutics, Inc.",0.0
"H-CYTE, Inc.",0.0
"Hepion Pharmaceuticals, Inc.",0.0
"Health Sciences Group, Inc.",0.0
"Humanigen, Inc.",0.0
Hiru Corporation,0.122779995
"HEALTHeUNIVERSE, Inc.",0.08884
"Hemagen Diagnostics, Inc.",-0.22447
HOOKIPA Pharma Inc.,-2.37831
"Hoth Therapeutics, Inc.",0.0
"Werewolf Therapeutics, Inc.",0.0
"Harmony Biosciences Holdings, Inc.",0.04541
"Heron Therapeutics, Inc.",-2.7423
"HST Global, Inc.",0.0
Histogen Inc.,0.0
"Heat Biologics, Inc.",0.0
"iBio, Inc.",0.0
"ImmunityBio, Inc.",0.0
ImmuCell Corporation,-0.092250004
"Intercept Pharmaceuticals, Inc.",-0.69107
"Idera Pharmaceuticals, Inc.",0.0
"IDEAYA Biosciences, Inc.",-1.17502
"IGM Biosciences, Inc.",0.0
"Ikena Oncology, Inc.",0.0
"Inhibikase Therapeutics, Inc.",-2.69097
"ImmunoGen, Inc.",-0.36620998
"Immunome, Inc.",0.0
"Immune Pharmaceuticals, Inc.",0.0
"Impel NeuroPharma, Inc.",0.0
IMARA Inc.,0.0
"ImmunoCellular Therapeutics, Ltd.",0.0
"Immune Therapeutics, Inc.",0.0
"Immunic, Inc.",0.0
"Immunovant, Inc.",0.0
"Inhibrx, Inc.",0.0
Incyte Corporation,0.17702
"Infinity Pharmaceuticals, Inc.",0.0
"INmune Bio, Inc.",0.0
"Inovio Pharmaceuticals, Inc.",0.0
Insmed Incorporated,-1.90363
"Inhibitor Therapeutics, Inc.",0.0
"Innoviva, Inc.",0.7365
"Inozyme Pharma, Inc.",0.0
"Ionis Pharmaceuticals, Inc.",-0.70887
"Iovance Biotherapeutics, Inc.",0.0
Innovation Pharmaceuticals Inc.,0.0
International Stem Cell Corporation,-0.45907003
"IVERIC bio, Inc.",0.0
"Intra-Cellular Therapies, Inc.",0.0
Itoco Inc.,0.0
"iTeos Therapeutics, Inc.",0.0
"Jaguar Health, Inc.",0.0
"Jounce Therapeutics, Inc.",-0.68778
"Kala Pharmaceuticals, Inc.",0.0
"Claritas Pharmaceuticals, Inc.",0.0
"KalVista Pharmaceuticals, Inc.",0.0
"Kasten, Inc.",0.0
"Kadmon Holdings, Inc.",0.0
"Chinook Therapeutics, Inc.",0.0
"Kaleido Biosciences, Inc.",0.0
"KemPharm, Inc.",-0.74207
Kinnate Biopharma Inc.,0.0
Kodiak Sciences Inc.,0.0
Karyopharm Therapeutics Inc.,-1.7733501
"Kiromic BioPharma, Inc.",0.0
"Kronos Bio, Inc.",0.0
"Keros Therapeutics, Inc.",0.0
"Karuna Therapeutics, Inc.",0.0
"Krystal Biotech, Inc.",0.0
"Kintara Therapeutics, Inc.",0.0
"Kura Oncology, Inc.",0.0
"Kymera Therapeutics, Inc.",-0.96812
"Kezar Life Sciences, Inc.",0.0
"Landos Biopharma, Inc.",0.0
"Longboard Pharmaceuticals, Inc.",0.0
Lescarden Inc.,-0.01972
"Lineage Cell Therapeutics, Inc.",0.0
Legend Biotech Corporation,0.0
Ligand Pharmaceuticals Incorporated,0.18834
Longeveron Inc.,-1.54014
"aTyr Pharma, Inc.",0.0
Life Stem Genetics Inc.,0.0
"Lixte Biotechnology Holdings, Inc.",0.0
La Jolla Pharmaceutical Company,-0.27369
"LogicBio Therapeutics, Inc.",0.0
Lipocine Inc.,0.0
"Leap Therapeutics, Inc.",0.0
Liquidia Corporation,0.0
"Larimar Therapeutics, Inc.",0.0
Lantern Pharma Inc.,0.0
"Lumos Pharma, Inc.",0.0
"Lexicon Pharmaceuticals, Inc.",-0.8064
"Lyra Therapeutics, Inc.",0.0
"Merrimack Pharmaceuticals, Inc.",0.0
"MabCure, Inc.",0.0
"Mustang Bio, Inc.",0.0
"Moleculin Biotech, Inc.",0.0
"MultiCell Technologies, Inc.",-0.31494
"Seres Therapeutics, Inc.",0.0
"Madrigal Pharmaceuticals, Inc.",0.0
"MDEChem, Inc.",0.45630002
"MEI Pharma, Inc.",-1.5476601
"MacroGenics, Inc.",-1.26096
"Magenta Therapeutics, Inc.",0.0
MeiraGTx Holdings plc,0.0
"Mirum Pharmaceuticals, Inc.",0.0
"Millendo Therapeutics, Inc.",0.0
MannKind Corporation,-0.91693
Mind Medicine (MindMed) Inc.,0.0
"MediciNova, Inc.",-2.83203
Monopar Therapeutics Inc.,0.0
"Morphic Holding, Inc.",-1.1624
Callitas Health Inc.,-1.0315
"Marker Therapeutics, Inc.",0.0
"Moderna, Inc.",0.21882999
"Marinus Pharmaceuticals, Inc.",0.0
"Mera Pharmaceuticals, Inc.",-0.62017
"Mersana Therapeutics, Inc.",0.0
"Mirati Therapeutics, Inc.",0.0
"Maravai LifeSciences Holdings, Inc.",0.23295
"Marizyme, Inc.",0.0
"Metacrine, Inc.",0.0
"Molecular Templates, Inc.",0.0
"Matinas BioPharma Holdings, Inc.",0.0
"MetaStat, Inc.",0.0
"MyMD Pharmaceuticals, Inc.",0.0
"Nautilus Biotechnology, Inc.",0.0
"Navidea Biopharmaceuticals, Inc.",0.0
"Neon Bloom, Inc.",0.0
"Nascent Biotech, Inc.",0.0
"Neurocrine Biosciences, Inc.",0.38454
"NeuBase Therapeutics, Inc.",0.0
"NovaBay Pharmaceuticals, Inc.",-1.11123
"Minerva Neurosciences, Inc.",0.12841
"NexImmune, Inc.",0.0
"NGM Biopharmaceuticals, Inc.",-1.17305
Nektar Therapeutics,0.0
"Nkarta, Inc.",0.0
"9 Meters Biopharma, Inc.",0.0
"Nanobac Pharmaceuticals, Incorporated",0.0
"NanoLogix, Inc.",0.0
"NanoViricides, Inc.",0.0
"Novan, Inc.",0.0
Nutra Pharma Corp.,0.0
"Neuropathix, Inc.",0.0
"NeuroBo Pharmaceuticals, Inc.",0.0
"Nurix Therapeutics, Inc.",-2.76086
"NRx Pharmaceuticals, Inc.",0.0
"Inspyr Therapeutics, Inc.",0.0
"Neurobiological Technologies, Inc.",0.7372
"Intellia Therapeutics, Inc.",-2.8847299
Nutriband Inc.,-2.25515
Neutra Corp.,0.0
"NuGenerex Immuno-Oncology, Inc.",0.0
Nuvation Bio Inc.,0.0
"Novavax, Inc.",-0.669
InVivo Therapeutics Holdings Corp.,0.0
"Northwest Biotherapeutics, Inc.",0.0
"NextCure, Inc.",0.0
"Theralink Technologies, Inc.",0.0
"Ocugen, Inc.",0.0
"Ocular Therapeutix, Inc.",0.0
"Ocuphire Pharma, Inc.",0.0
OncoCyte Corporation,0.0
"Odonate Therapeutics, Inc.",0.0
"Oragenics, Inc.",0.0
"Olema Pharmaceuticals, Inc.",0.0
Omeros Corporation,-2.0202699
"Omnimmune Holdings, Inc.",0.0
ONE Bio Corp.,0.16583
"Oncorus, Inc.",0.0
OncoSec Medical Incorporated,0.0
"Oncternal Therapeutics, Inc.",0.0
Oncology Pharma Inc.,18.21373
"Onconova Therapeutics, Inc.",0.0
"Opiant Pharmaceuticals, Inc.",-0.09521
Orgenesis Inc.,0.0
"ORIC Pharmaceuticals, Inc.",0.0
Oramed Pharmaceuticals Inc.,0.0
Osmotica Pharmaceuticals plc,-0.56244
"Otonomy, Inc.",0.0
"Oncotelic Therapeutics, Inc.",0.0
"Outlook Therapeutics, Inc.",0.0
Ovid Therapeutics Inc.,0.0
"OncoVista Innovative Therapies, Inc.",0.0
"Oyster Point Pharma, Inc.",0.0
"Palisade Bio, Inc.",0.0
"Poniard Pharmaceuticals, Inc.",0.0
"Passage Bio, Inc.",0.0
"Panbela Therapeutics, Inc.",0.0
"Puma Biotechnology, Inc.",-0.09753
"Point of Care Nano-Technology, Inc.",0.0
"Processa Pharmaceuticals, Inc.",0.0
"Vaxcyte, Inc.",0.0
PDS Biotechnology Corporation,0.0
"Pathfinder Cell Therapy, Inc.",0.0
"Precigen, Inc.",-1.3473599
"PhaseBio Pharmaceuticals, Inc.",0.0
"Phathom Pharmaceuticals, Inc.",0.0
Phio Pharmaceuticals Corp.,0.0
"Pieris Pharmaceuticals, Inc.",-1.19277
"ProtoKinetix, Incorporated",0.0
"Pliant Therapeutics, Inc.",0.0
"PharmaCyte Biotech, Inc.",0.0
"PMV Pharmaceuticals, Inc.",0.0
"Protide Pharmaceuticals, Inc.",-0.17252001
"Praxis Precision Medicines, Inc.",0.0
Prelude Therapeutics Incorporated,0.0
"Progenity, Inc.",-2.5318499
"Proteonomix, Inc.",0.0
PureTech Health plc,0.50858
"Paratek Pharmaceuticals, Inc.",-1.5743899
"Provention Bio, Inc.",0.0
"Plus Therapeutics, Inc.",0.0
"Poseida Therapeutics, Inc.",0.0
PsyBio Therapeutics Corp.,0.0
PureTech Health plc,0.50858
"PTC Therapeutics, Inc.",-1.05498
"PolarityTE, Inc.",0.0
"Protagonist Therapeutics, Inc.",-2.24793
"Palatin Technologies, Inc.",0.0
"Pulmatrix, Inc.",-1.66276
"Provectus Biopharmaceuticals, Inc.",0.0
"PhaseRx, Inc.",0.0
Q BioMed Inc.,0.0
"Qualigen Therapeutics, Inc.",0.0
Qrons Inc.,0.0
"QSAM Biosciences, Inc.",0.0
Rain Therapeutics Inc.,0.0
"RAPT Therapeutics, Inc.",0.0
Ultragenyx Pharmaceutical Inc.,-0.60960996
"Rasna Therapeutics, Inc.",0.0
"RenovaCare, Inc.",0.0
"Rich Pharmaceuticals, Inc.",0.0
"Rocket Pharmaceuticals, Inc.",0.0
"Rock Creek Pharmaceuticals, Inc.",0.0
"Arcus Biosciences, Inc.",-1.58492
"Regeneron Pharmaceuticals, Inc.",0.44432998
"Replimune Group, Inc.",0.0
"Reata Pharmaceuticals, Inc.",0.0
"Rafael Holdings, Inc.",0.0
"Regen BioPharma, Inc.",0.0
"Regen BioPharma, Inc.",0.0
"Regenicin, Inc.",0.0
Regulus Therapeutics Inc.,-1.5806
REGENXBIO Inc.,-0.71975
"RegeneRx Biopharmaceuticals, Inc.",0.0
"Rigel Pharmaceuticals, Inc.",-0.0858
"Relay Therapeutics, Inc.",-0.83379
"Avidity Biosciences, Inc.",0.0
"Reneo Pharmaceuticals, Inc.",0.0
Royalty Pharma plc,0.44334
RespireRx Pharmaceuticals Inc.,0.0
"Rubius Therapeutics, Inc.",0.0
"Revolution Medicines, Inc.",0.0
"Revance Therapeutics, Inc.",0.0
"Reviva Pharmaceuticals Holdings, Inc.",0.0
"Prometheus Biosciences, Inc.",0.0
"Recursion Pharmaceuticals, Inc.",0.0
"Rhythm Pharmaceuticals, Inc.",0.0
"Rezolute, Inc.",0.0
"Sage Therapeutics, Inc.",0.57212
"Sana Biotechnology, Inc.",0.0
"Cassava Sciences, Inc.",0.0
Strongbridge Biopharma plc,-1.36228
"Silverback Therapeutics, Inc.",0.0
scPharmaceuticals Inc.,0.0
Scopus BioPharma Inc.,0.0
"Seelos Therapeutics, Inc.",0.0
"Seer, Inc.",0.0
"Selecta Biosciences, Inc.",-2.67128
"Sesen Bio, Inc.",0.0
Seagen Inc.,0.29065
"Sangamo Therapeutics, Inc.",-0.94383
"Sigilon Therapeutics, Inc.",0.0
"SIGA Technologies, Inc.",0.50668997
"Sigyn Therapeutics, Inc.",0.0
"Silo Pharma, Inc.",0.0
Sio Gene Therapies Inc.,0.0
"Skye Bioscience, Inc.",0.0
"Soleno Therapeutics, Inc.",0.0
"Salarius Pharmaceuticals, Inc.",-1.32612
"SELLAS Life Sciences Group, Inc.",-1.97592
Summit Therapeutics Inc.,0.0
"Syndax Pharmaceuticals, Inc.",0.0
"Soligenix, Inc.",0.0
"Sienna Biopharmaceuticals, Inc.",0.0
"Synaptogenix, Inc.",0.0
"Sensei Biotherapeutics, Inc.",0.0
"AngioSoma, Inc.",0.0
"Sonnet BioTherapeutics Holdings, Inc.",0.0
"Sophiris Bio, Inc.",0.0
"Spectrum Pharmaceuticals, Inc.",0.0
"Spruce Biosciences, Inc.",0.0
"Spero Therapeutics, Inc.",0.0
SQZ Biotechnologies Company,-2.7610502
"Sorrento Therapeutics, Inc.",0.0
"Sarepta Therapeutics, Inc.",-1.22766
"Sierra Oncology, Inc.",0.0
Scholar Rock Holding Corporation,0.0
"Stoke Therapeutics, Inc.",0.0
"Sutro Biopharma, Inc.",-0.85390997
"Satsuma Pharmaceuticals, Inc.",0.0
"Shattuck Labs, Inc.",0.0
"Surface Oncology, Inc.",0.23775
"Suvanza Pharma, LLC",0.0
Savara Inc.,0.0
"SpringWorks Therapeutics, Inc.",-1.7162
"Synlogic, Inc.",0.0
"Synthetic Biologics, Inc.",0.0
"Syros Pharmaceuticals, Inc.",0.0
"Protara Therapeutics, Inc.",0.0
"Tarsus Pharmaceuticals, Inc.",-0.43306
"Tauriga Sciences, Inc.",0.0
"Translate Bio, Inc.",-0.07693
"TRICCAR, Inc.",0.0
"Tricida, Inc.",0.0
"TRACON Pharmaceuticals, Inc.",0.0
TCR2 Therapeutics Inc.,0.0
Bio-Techne Corporation,0.21736999
"Tenax Therapeutics, Inc.",0.0
"Terns Pharmaceuticals, Inc.",0.0
"TFF Pharmaceuticals, Inc.",0.0
"TG Therapeutics, Inc.",0.0
"Instil Bio, Inc.",0.0
TetraLogic Pharmaceuticals Corporation,0.0
"Timber Pharmaceuticals, Inc.",0.0
Tonix Pharmaceuticals Holding Corp.,0.0
"Turning Point Therapeutics, Inc.",-2.63077
"Trevi Therapeutics, Inc.",0.0
"Trevena, Inc.",0.0
"Taysha Gene Therapies, Inc.",0.0
"Therapeutic Solutions International, Inc.",0.0
"Titan Pharmaceuticals, Inc.",0.0
"ProText Mobility, Inc.",0.0
"Tyme Technologies, Inc.",0.0
"Unity Biotechnology, Inc.",0.0
UroGen Pharma Ltd.,0.0
"U.S. Stem Cell, Inc.",-0.81411004
United Therapeutics Corporation,0.26917
"Vitality Biopharma, Inc.",0.0
VBI Vaccines Inc.,0.0
Vericel Corporation,0.03241
"Vaccinex, Inc.",0.0
"Veracyte, Inc.",-0.52868
Veru Inc.,-0.00952
VG Life Sciences Inc.,0.0
"VIA Pharmaceuticals, Inc.",0.0
"Vicapsys Life Sciences, Inc.",0.0
"Vincerx Pharma, Inc.",0.0
"Vir Biotechnology, Inc.",0.0
"Virios Therapeutics, Inc.",0.0
"Viracta Therapeutics, Inc.",0.0
"Viking Therapeutics, Inc.",0.0
"Vallon Pharmaceuticals, Inc.",0.0
Vanda Pharmaceuticals Inc.,0.124589995
"VioQuest Pharmaceuticals, Inc.",0.0
Vor Biopharma Inc.,0.0
Viropro Inc.,0.0
Verrica Pharmaceuticals Inc.,-2.8173301
"Verde Science, Inc.",0.0
"Viridian Therapeutics, Inc.",0.0
"Virpax Pharmaceuticals, Inc.",0.0
Vertex Pharmaceuticals Incorporated,0.43057
"Verastem, Inc.",0.0
"VistaGen Therapeutics, Inc.",0.0
vTv Therapeutics Inc.,-1.08427
"Vaxart, Inc.",0.0
"Voyager Therapeutics, Inc.",0.24664
VYNE Therapeutics Inc.,0.0
"Vyant Bio, Inc.",0.0
"Windtree Therapeutics, Inc.",0.0
W World Corp.,0.0
"Xenetic Biosciences, Inc.",0.0
XBiotech Inc.,-0.25504
"Exicure, Inc.",0.0
Xeno Transplants Corporation,0.0
"Xeris Pharmaceuticals, Inc.",-2.9940798
"X4 Pharmaceuticals, Inc.",0.0
Acceleron Pharma Inc.,-1.58108
"Xencor, Inc.",-0.51295
XOMA Corporation,0.36894
XOMA Corporation,0.36894
NovAccess Global Inc.,0.0
"Y-mAbs Therapeutics, Inc.",0.0
"Yumanity Therapeutics, Inc.",0.0
"Zogenix, Inc.",0.0
"ZIOPHARM Oncology, Inc.",0.0
"ZIVO Bioscience, Inc.",0.0
"Zentalis Pharmaceuticals, Inc.",0.0
Zosano Pharma Corporation,0.0
